n,tier,channel,title,status,quote,file
61,B,Kotter International Inc,Why AI Projects Fail: Lessons from the US Army & Kotter | Kotter Webinar,ok,측정 기준이 목표가 되면 더 이상 좋은 측정 기준이 되지 못한다.,transcripts/2026-08-03/Why_AI_Projects_Fail_Lessons_from_the_US_Army_&_Kotter_Kotte__jfpIvZy89UM.md
61,B,Kotter International Inc,Why AI Projects Fail: Lessons from the US Army & Kotter | Kotter Webinar,ok,"생성형 AI 도구, 에이전트, 이해 관계자와 주제 연결을 위한 지식 그래프를 결합하여 출판물 처리 방식을 완전히 개편하는 것입니다",transcripts/2026-08-03/Why_AI_Projects_Fail_Lessons_from_the_US_Army_&_Kotter_Kotte__jfpIvZy89UM.md
61,B,Kotter International Inc,Why AI Projects Fail: Lessons from the US Army & Kotter | Kotter Webinar,ok,"AI 전략 자체가 아니라, AI를 어떻게 활용하여 우리의 전략을 지원하느냐입니다.",transcripts/2026-08-03/Why_AI_Projects_Fail_Lessons_from_the_US_Army_&_Kotter_Kotte__jfpIvZy89UM.md
61,B,Kotter International Inc,Why AI Projects Fail: Lessons from the US Army & Kotter | Kotter Webinar,ok,거의 항상 인간적인 문제입니다.,transcripts/2026-08-03/Why_AI_Projects_Fail_Lessons_from_the_US_Army_&_Kotter_Kotte__jfpIvZy89UM.md
61,B,Kotter International Inc,Why AI Projects Fail: Lessons from the US Army & Kotter | Kotter Webinar,ok,기본적인 업무 처리 능력만 가르치는 입문 단계 직무들이 자동화되면서 점점 사라지고 있기 때문입니다.,transcripts/2026-08-03/Why_AI_Projects_Fail_Lessons_from_the_US_Army_&_Kotter_Kotte__jfpIvZy89UM.md
62,B,McKinsey & Company,Agentic AI and the Future of Travel: What executives need to know,ok,연초 대비 웹 트래픽이 15% 감소한 것을 보여줍니다,transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_Future_of_Travel_What_executives_need_to___dmKFLspjYNw.md
62,B,McKinsey & Company,Agentic AI and the Future of Travel: What executives need to know,ok,"하지만 우리는 아직 사업 의 한 부분을 완전히, 처음부터 끝까지 재구상한 모습을 보지는 못하고 있습니다",transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_Future_of_Travel_What_executives_need_to___dmKFLspjYNw.md
62,B,McKinsey & Company,Agentic AI and the Future of Travel: What executives need to know,ok,우리는 인공지능이 손익계산서를 제외한 모든 곳에 있다고 말하곤 합니다,transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_Future_of_Travel_What_executives_need_to___dmKFLspjYNw.md
62,B,McKinsey & Company,Agentic AI and the Future of Travel: What executives need to know,ok,"이제 두 피자 팀 이야기는 그만하고, 한 피자 팀이나 아예 피자 팀이 없는 시대가 됐어요.",transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_Future_of_Travel_What_executives_need_to___dmKFLspjYNw.md
62,B,McKinsey & Company,Agentic AI and the Future of Travel: What executives need to know,ok,"변화 관리가 진정으로 필요한 것이며, 이는 기술 투자보다 훨씬 더 어려운 과제가 될 수 있다고 생각합니다",transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_Future_of_Travel_What_executives_need_to___dmKFLspjYNw.md
63,B,McKinsey & Company,Agentic AI and the future of Global Business Services,ok,그러니까 AI가 GBS를 아직 대체하지는 않았다는 거죠. 실제로는 그것을 증강시키는 것입니다.,transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_future_of_Global_Business_Services__LuHGabkzlGU.md
63,B,McKinsey & Company,Agentic AI and the future of Global Business Services,ok,"궁극적으로 GBS가 현재보다 20~ 30% 더 작아지겠지만, 생산성은 훨씬 더 높아질 것이라고 믿습니다",transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_future_of_Global_Business_Services__LuHGabkzlGU.md
63,B,McKinsey & Company,Agentic AI and the future of Global Business Services,ok,"너무 작게 시작하지도 말고, 너무 크게 시작하지도 마세요",transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_future_of_Global_Business_Services__LuHGabkzlGU.md
63,B,McKinsey & Company,Agentic AI and the future of Global Business Services,ok,피라미드형 인재 모델에서 벗어나 다이아몬드형 인재 모델로 전환하는 것이 향후 몇 년 동안 우리가 예상하는 모습입니다.,transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_future_of_Global_Business_Services__LuHGabkzlGU.md
63,B,McKinsey & Company,Agentic AI and the future of Global Business Services,ok,개인적으로는 길랑- 바레 증후군의 사망률이 지나치게 과장되었다고 생각합니다.,transcripts/channels/McKinsey_&_Company/Agentic_AI_and_the_future_of_Global_Business_Services__LuHGabkzlGU.md
64,B,McKinsey & Company,Rewired To Win: Reimagining the Enterprise With Tech and AI,ok,20개 기업 중 1위는 평균적으로 EBITDA가 20% 증가한 기업입니다.,transcripts/channels/McKinsey_&_Company/Rewired_To_Win_Reimagining_the_Enterprise_With_Tech_and_AI__HoHFZ-Fzu_g.md
64,B,McKinsey & Company,Rewired To Win: Reimagining the Enterprise With Tech and AI,ok,투자하는 1달러당 평균 3달러의 수익을 올리고 있다는 것입니다,transcripts/channels/McKinsey_&_Company/Rewired_To_Win_Reimagining_the_Enterprise_With_Tech_and_AI__HoHFZ-Fzu_g.md
64,B,McKinsey & Company,Rewired To Win: Reimagining the Enterprise With Tech and AI,ok,CEO가 이것을 최우선 순위나 두 번째로 중요하게 여기지 않은 성공적인 사례는 단 하나도 없었습니다.,transcripts/channels/McKinsey_&_Company/Rewired_To_Win_Reimagining_the_Enterprise_With_Tech_and_AI__HoHFZ-Fzu_g.md
64,B,McKinsey & Company,Rewired To Win: Reimagining the Enterprise With Tech and AI,ok,이제는 이런 일을 기술 부서에 맡기고 좋은 결과가 나오기를 바라는 시대는 지났다고 생각합니다.,transcripts/channels/McKinsey_&_Company/Rewired_To_Win_Reimagining_the_Enterprise_With_Tech_and_AI__HoHFZ-Fzu_g.md
64,B,McKinsey & Company,Rewired To Win: Reimagining the Enterprise With Tech and AI,ok,인공지능 1.0 시대에 이러한 역량을 구축해 온 기업들이 그렇지 못한 기업들보다 인공지능 2.0 시대에 훨씬 더 큰 성공을 거두었다는 점일 것입니다,transcripts/channels/McKinsey_&_Company/Rewired_To_Win_Reimagining_the_Enterprise_With_Tech_and_AI__HoHFZ-Fzu_g.md
65,B,McKinsey & Company,Transforming R&D With AI: Breaking Barriers and Boosting Productivity,ok,순다르가 구글에서 새로 작성되는 코드의 30%가 이제 AI의 도움을 받아 생성된다고 공개적으로 발표했잖아요.,transcripts/channels/McKinsey_&_Company/Transforming_R&D_With_AI_Breaking_Barriers_and_Boosting_Prod__pNz4E6IX5K8.md
65,B,McKinsey & Company,Transforming R&D With AI: Breaking Barriers and Boosting Productivity,ok,"예를 들어, 저희는 터빈 제조업체와 협력하여 AI를 활용한 설계 최적화로 18개월 걸리던 프로세스를 11개월 단축했습니다",transcripts/channels/McKinsey_&_Company/Transforming_R&D_With_AI_Breaking_Barriers_and_Boosting_Prod__pNz4E6IX5K8.md
65,B,McKinsey & Company,Transforming R&D With AI: Breaking Barriers and Boosting Productivity,ok,"20년, 30년, 40년 전 인간 엔지니어에게 적합했던 단계별 게이트는 AI 시대에 맞춰 크게 바뀌어야 할 겁니다.",transcripts/channels/McKinsey_&_Company/Transforming_R&D_With_AI_Breaking_Barriers_and_Boosting_Prod__pNz4E6IX5K8.md
65,B,McKinsey & Company,Transforming R&D With AI: Breaking Barriers and Boosting Productivity,ok,"그리고 어떤 산업에 속해 있든, 데이터에 편향이 있을 수 있습니다.",transcripts/channels/McKinsey_&_Company/Transforming_R&D_With_AI_Breaking_Barriers_and_Boosting_Prod__pNz4E6IX5K8.md
65,B,McKinsey & Company,Transforming R&D With AI: Breaking Barriers and Boosting Productivity,ok,저는 개인적으로 오늘날 AI를 100% 신뢰하지 않습니다.,transcripts/channels/McKinsey_&_Company/Transforming_R&D_With_AI_Breaking_Barriers_and_Boosting_Prod__pNz4E6IX5K8.md
66,B,Microsoft Azure,Oracle AI Database@Azure Panel Discussion with MVPs,ok,"네, 이 제품은 출시된 지 2년이 되었고 현재 Azure의 33개 지역에서 서비스되고 있습니다",transcripts/channels/Microsoft_Azure/Oracle_AI_Database@Azure_Panel_Discussion_with_MVPs__bgx0TX45md8.md
66,B,Microsoft Azure,Oracle AI Database@Azure Panel Discussion with MVPs,ok,"아시다시피, KLM과 에어 프랑스는 오라클을 통해 핵심 워크로드를 이전했습니다. 성능이 13배 향상되었다고 합니다.",transcripts/channels/Microsoft_Azure/Oracle_AI_Database@Azure_Panel_Discussion_with_MVPs__bgx0TX45md8.md
66,B,Microsoft Azure,Oracle AI Database@Azure Panel Discussion with MVPs,ok,"오라클 시스템에 따르면, E-Business Suite 고객 중 약 8,000명이 아직 어떤 클라우드 서비스도 이용하지 않고 있습니다.",transcripts/channels/Microsoft_Azure/Oracle_AI_Database@Azure_Panel_Discussion_with_MVPs__bgx0TX45md8.md
66,B,Microsoft Azure,Oracle AI Database@Azure Panel Discussion with MVPs,ok,"네, 특히 데이터베이스의 경우, 한 제약 회사 고객은 5,000개의 데이터베이스를 운영하고 있습니다.",transcripts/channels/Microsoft_Azure/Oracle_AI_Database@Azure_Panel_Discussion_with_MVPs__bgx0TX45md8.md
66,B,Microsoft Azure,Oracle AI Database@Azure Panel Discussion with MVPs,ok,그렇다면 에이전트가 무엇을 보고 무엇을 볼 수 없는지에 대한 안전장치와 감사 가능성도 있어야 합니다.,transcripts/channels/Microsoft_Azure/Oracle_AI_Database@Azure_Panel_Discussion_with_MVPs__bgx0TX45md8.md
67,B,NVIDIA,Snap’s GPU-Accelerated Secret to Processing 10 Petabytes a Day | NVIDIA AI Podcast Ep. 298,ok,"특히 데이터 처리 측면에서, 저희 팀의 실험 플랫폼은 매일 10페타바이트 이상의 데이터를 처리하고 있습니다.",transcripts/channels/NVIDIA/Snap’s_GPU-Accelerated_Secret_to_Processing_10_Petabytes_a_D__glT-zO8B_qk.md
67,B,NVIDIA,Snap’s GPU-Accelerated Secret to Processing 10 Petabytes a Day | NVIDIA AI Podcast Ep. 298,ok,"그러니까, 그 말은 우리 주요 시장들이 잠자리에 들면, 새벽 1시부터 5시 사이에 온라인 추론용 GPU 용량의 상당 부분이 유휴 상태로 있다는 뜻이었죠.",transcripts/channels/NVIDIA/Snap’s_GPU-Accelerated_Secret_to_Processing_10_Petabytes_a_D__glT-zO8B_qk.md
67,B,NVIDIA,Snap’s GPU-Accelerated Secret to Processing 10 Petabytes a Day | NVIDIA AI Podcast Ep. 298,ok,인건비를 거의 76% 가까이 절감할 수 있었습니다,transcripts/channels/NVIDIA/Snap’s_GPU-Accelerated_Secret_to_Processing_10_Petabytes_a_D__glT-zO8B_qk.md
67,B,NVIDIA,Snap’s GPU-Accelerated Secret to Processing 10 Petabytes a Day | NVIDIA AI Podcast Ep. 298,ok,"저희는 실험, 안전, 그리고 개인정보 보호가 제품 개발 및 반복 작업의 핵심 기둥이라고 믿습니다.",transcripts/channels/NVIDIA/Snap’s_GPU-Accelerated_Secret_to_Processing_10_Petabytes_a_D__glT-zO8B_qk.md
67,B,NVIDIA,Snap’s GPU-Accelerated Secret to Processing 10 Petabytes a Day | NVIDIA AI Podcast Ep. 298,ok,편향이 어느 정도 스며들 수밖에 없어요,transcripts/channels/NVIDIA/Snap’s_GPU-Accelerated_Secret_to_Processing_10_Petabytes_a_D__glT-zO8B_qk.md
68,B,Oracle,Oracle at Gartner CSO: Demand More from Enterprise AI,ok,저는 여러분이 공급업체와 시스템에 더 많은 것을 요구하도록 격려하기 위해 이 자리에 섰습니다.,transcripts/channels/Oracle/Oracle_at_Gartner_CSO_Demand_More_from_Enterprise_AI__yhrBN_Ka-iA.md
68,B,Oracle,Oracle at Gartner CSO: Demand More from Enterprise AI,ok,제대로 정렬되지 않은 시스템에 AI를 얹는 것은 영업 담당자들이 신뢰하거나 활용하기 어려운 결과물을 내놓을 뿐입니다,transcripts/channels/Oracle/Oracle_at_Gartner_CSO_Demand_More_from_Enterprise_AI__yhrBN_Ka-iA.md
68,B,Oracle,Oracle at Gartner CSO: Demand More from Enterprise AI,ok,8년 전 CPQ 도입률이 33%였던 것을 생각해 보세요. 지금은 99%입니다.,transcripts/channels/Oracle/Oracle_at_Gartner_CSO_Demand_More_from_Enterprise_AI__yhrBN_Ka-iA.md
68,B,Oracle,Oracle at Gartner CSO: Demand More from Enterprise AI,ok,"덕분에 RFP 응답 시간을 약 50% 단축했을 뿐만 아니라, 더 많은 매출을 올리고 고객에게 더 빠르고 효율적으로 대응할 수 있게 되었습니다.",transcripts/channels/Oracle/Oracle_at_Gartner_CSO_Demand_More_from_Enterprise_AI__yhrBN_Ka-iA.md
68,B,Oracle,Oracle at Gartner CSO: Demand More from Enterprise AI,ok,제가 걱정하는 것은 사람들이 AI를 절대적인 진리로 받아들이는 것입니다.,transcripts/channels/Oracle/Oracle_at_Gartner_CSO_Demand_More_from_Enterprise_AI__yhrBN_Ka-iA.md
69,B,Pinecone,Vector Search in Retail ft. Jacob Zweig (Strong) and Mark Moyou (NVIDIA),ok,"looking for the difference between tuna in oil versus tuna in water, there's a very, very subtle difference in the way that they look",transcripts/channels/Pinecone/Vector_Search_in_Retail_ft._Jacob_Zweig_(Strong)_and_Mark_Mo__rVqNBYTpDLw.md
69,B,Pinecone,Vector Search in Retail ft. Jacob Zweig (Strong) and Mark Moyou (NVIDIA),ok,"you want to deploy that to be a real-world system, and you want to scale to millions of users every single day",transcripts/channels/Pinecone/Vector_Search_in_Retail_ft._Jacob_Zweig_(Strong)_and_Mark_Mo__rVqNBYTpDLw.md
69,B,Pinecone,Vector Search in Retail ft. Jacob Zweig (Strong) and Mark Moyou (NVIDIA),ok,the main benefit for a lot of machine learning teams that we see is really that standardization of the inference platform,transcripts/channels/Pinecone/Vector_Search_in_Retail_ft._Jacob_Zweig_(Strong)_and_Mark_Mo__rVqNBYTpDLw.md
69,B,Pinecone,Vector Search in Retail ft. Jacob Zweig (Strong) and Mark Moyou (NVIDIA),ok,standard keyword search still makes a lot of money,transcripts/channels/Pinecone/Vector_Search_in_Retail_ft._Jacob_Zweig_(Strong)_and_Mark_Mo__rVqNBYTpDLw.md
69,B,Pinecone,Vector Search in Retail ft. Jacob Zweig (Strong) and Mark Moyou (NVIDIA),ok,"So, curating data is critically important for any kind of retailer.",transcripts/channels/Pinecone/Vector_Search_in_Retail_ft._Jacob_Zweig_(Strong)_and_Mark_Mo__rVqNBYTpDLw.md
70,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Orlando 2026,ok,비용이 16% 감소할 것으로 예상합니다.,transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__WpDHkeHIezc.md
70,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Orlando 2026,ok,"네, 그래서 현재 저희는 회사 전체에 1,000명이 넘는 요원을 배치했습니다.",transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__WpDHkeHIezc.md
70,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Orlando 2026,ok,"저희는 회사에서 4,000명 이상의 직원에게 AI를 직접 활용하는 교육을 실시했습니다.",transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__WpDHkeHIezc.md
70,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Orlando 2026,ok,그래서 예전에는 주문 처리에 2~5일이 걸리는 경우도 있었습니다.,transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__WpDHkeHIezc.md
70,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Orlando 2026,ok,"AI는 강력한 조력자가 될 수 있지만, 진정한 가치를 창출하려면 기반에 내재되어야 하고 프로세스 소유자가 주도적으로 활용해야 합니다.",transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__WpDHkeHIezc.md
71,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Madrid 2026,ok,"첫째, 우리는 인공지능에 대해 도구 중심적인 접근 방식이 아닌 문제 중심적인 접근 방식을 의도적으로 취해왔습니다 .",transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__dG9aBkJCcso.md
71,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Madrid 2026,ok,인공지능을 확장하기 시작하면 더 이상 인공지능 문제가 아니라 데이터 문제가 되기 때문입니다.,transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__dG9aBkJCcso.md
71,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Madrid 2026,ok,"현재 트루파 컨설턴트를 이용하는 컨설턴트가 11,000명에 달합니다.",transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__dG9aBkJCcso.md
71,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Madrid 2026,ok,제 생각에는 미래 기업에 필요한 역량은 최신 기술을 도입하는 것이 아니라 지속적으로 변화하는 역량입니다.,transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__dG9aBkJCcso.md
71,B,SAP,Customer Success Keynote: Connected to Win: From Moment to Momentum | SAP Sapphire Madrid 2026,ok,"아시다시피, 현실적으로 지금은 변화 관리의 과제입니다.",transcripts/channels/SAP/Customer_Success_Keynote_Connected_to_Win_From_Moment_to_Mom__dG9aBkJCcso.md
72,B,SAP,Global Keynote: The Beginning of Better | SAP Sapphire Orlando 2026,ok,"AI 에이전트가 급여 지급, 재무 결산, 수요 및 공급망 계획을 담당하는 경우 80%의 정확도로는 충분하지 않습니다.",transcripts/channels/SAP/Global_Keynote_The_Beginning_of_Better_SAP_Sapphire_Orlando___9aa-etRsaLU.md
72,B,SAP,Global Keynote: The Beginning of Better | SAP Sapphire Orlando 2026,ok,인공지능 에이전트는 결함 있는 데이터 모델을 보완할 수 없기 때문입니다 .,transcripts/channels/SAP/Global_Keynote_The_Beginning_of_Better_SAP_Sapphire_Orlando___9aa-etRsaLU.md
72,B,SAP,Global Keynote: The Beginning of Better | SAP Sapphire Orlando 2026,ok,중요한 점은 우리가 개발한 에이전트들이 자체적인 비즈니스 규칙을 만들어내지 않는다는 것입니다.,transcripts/channels/SAP/Global_Keynote_The_Beginning_of_Better_SAP_Sapphire_Orlando___9aa-etRsaLU.md
72,B,SAP,Global Keynote: The Beginning of Better | SAP Sapphire Orlando 2026,ok,"하지만 기술 자체만으로, 그리고 기존 시스템 환경에 AI 에이전트를 통합하는 것만으로는 아무런 가치도 창출할 수 없습니다.",transcripts/channels/SAP/Global_Keynote_The_Beginning_of_Better_SAP_Sapphire_Orlando___9aa-etRsaLU.md
72,B,SAP,Global Keynote: The Beginning of Better | SAP Sapphire Orlando 2026,ok,SAP는 비즈니스 AI 기업으로 변모하고 있습니다.,transcripts/channels/SAP/Global_Keynote_The_Beginning_of_Better_SAP_Sapphire_Orlando___9aa-etRsaLU.md
73,B,Salesforce,Win More Sales: Salesforce Agentforce for Sales Productivity,ok,"우리가 깨달은 것은, 우리에게는 100명 정도의 영업 사원이 있었지만, 그중 약 80%는 회사에 아무런 사업적 가치를 창출하지 못하고 있다는 것이었습니다 .",transcripts/channels/Salesforce/Win_More_Sales_Salesforce_Agentforce_for_Sales_Productivity__fJxyv1bYJoc.md
73,B,Salesforce,Win More Sales: Salesforce Agentforce for Sales Productivity,ok,"실제로 우리 직원의 30%는 영업직이거나 영업 조직을 지원하는 역할을 맡고 있지만, 분석 결과 그들의 시간 중 76%는 고객과 직접 대면하지 않는 비판매 활동에 할애되고 있는 것으로 나타났습니다.",transcripts/channels/Salesforce/Win_More_Sales_Salesforce_Agentforce_for_Sales_Productivity__fJxyv1bYJoc.md
73,B,Salesforce,Win More Sales: Salesforce Agentforce for Sales Productivity,ok,에이전트를 출시하는 것은 기본적으로 새로운 직원을 고용하는 것과 유사합니다.,transcripts/channels/Salesforce/Win_More_Sales_Salesforce_Agentforce_for_Sales_Productivity__fJxyv1bYJoc.md
73,B,Salesforce,Win More Sales: Salesforce Agentforce for Sales Productivity,ok,평균 응답 시간은 14시간 30분이었습니다.,transcripts/channels/Salesforce/Win_More_Sales_Salesforce_Agentforce_for_Sales_Productivity__fJxyv1bYJoc.md
73,B,Salesforce,Win More Sales: Salesforce Agentforce for Sales Productivity,ok,"음, 또 하나 경고하고 싶은 점은 외부와 접촉하는 에이전트가 있다면, 그것이 어떻게 악용되거나 조작될 수 있는지에 대해 시간을 들여 생각해 봐야 한다는 것입니다 .",transcripts/channels/Salesforce/Win_More_Sales_Salesforce_Agentforce_for_Sales_Productivity__fJxyv1bYJoc.md
74,B,Siemens,"Siemens, Capgemini, EDP and Kraken on how AI will transform the energy sector",ok,"제가 다시 말씀드리고 싶은 것은, 이 분야는 준비는 되어 있지만, 아직 진정한 부가가치를 창출하는 일은 하고 있지 않다는 것입니다 .","transcripts/channels/Siemens/Siemens,_Capgemini,_EDP_and_Kraken_on_how_AI_will_transform___tolLHQWJzKY.md"
74,B,Siemens,"Siemens, Capgemini, EDP and Kraken on how AI will transform the energy sector",ok,"저희는 소프트웨어를 2년 반이나 2개월 , 2분 반이 아니라 2분 30초마다 업데이트합니다 .","transcripts/channels/Siemens/Siemens,_Capgemini,_EDP_and_Kraken_on_how_AI_will_transform___tolLHQWJzKY.md"
74,B,Siemens,"Siemens, Capgemini, EDP and Kraken on how AI will transform the energy sector",ok,"그리고 우리가 정확히 1년 전에 여기서 패널 토론을 했을 때 논의했듯이, 일반적인 배전 사업자는 현재 저전압 네트워크의 현실에 대해 30~40% 정도 의 지식만 가지고 있을 겁니다 .","transcripts/channels/Siemens/Siemens,_Capgemini,_EDP_and_Kraken_on_how_AI_will_transform___tolLHQWJzKY.md"
74,B,Siemens,"Siemens, Capgemini, EDP and Kraken on how AI will transform the energy sector",ok,데이터는 형편없고 인간의 문화는 변화하는 데 너무 오랜 시간이 걸린다 .,"transcripts/channels/Siemens/Siemens,_Capgemini,_EDP_and_Kraken_on_how_AI_will_transform___tolLHQWJzKY.md"
74,B,Siemens,"Siemens, Capgemini, EDP and Kraken on how AI will transform the energy sector",ok,저는 우리가 왜 인공지능을 사용해야 하는지에 대해서는 관심이 없습니다.,"transcripts/channels/Siemens/Siemens,_Capgemini,_EDP_and_Kraken_on_how_AI_will_transform___tolLHQWJzKY.md"
74,B,Siemens,"Siemens, Capgemini, EDP and Kraken on how AI will transform the energy sector",ok,성공 사례와 입증 자료를 확보하는 것이 다른 유틸리티 회사들이 이를 채택할 수 있는 유일한 방법입니다.,"transcripts/channels/Siemens/Siemens,_Capgemini,_EDP_and_Kraken_on_how_AI_will_transform___tolLHQWJzKY.md"
75,B,Snowflake,BUILD 2025 Opening Keynote: Building the Agentic AI Future,ok,Maybe the most important message is AI is happening today.,transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
75,B,Snowflake,BUILD 2025 Opening Keynote: Building the Agentic AI Future,ok,You may have heard many times from us at Snowflake say there is no AI strategy without a data strategy because AI in the enterprise only adds value if you can put it in the context of what your organization needs and to help you bring data together to help you tear down silos.,transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
75,B,Snowflake,BUILD 2025 Opening Keynote: Building the Agentic AI Future,ok,"And um and what I saw also because we had a unified data layer, the the the the answers we're getting, they were like 95 to 100% accurate.",transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
75,B,Snowflake,BUILD 2025 Opening Keynote: Building the Agentic AI Future,ok,But but that accuracy came because we had that unified data layer.,transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
75,B,Snowflake,BUILD 2025 Opening Keynote: Building the Agentic AI Future,ok,So what's next is more agents.,transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
76,B,Snowflake,Snowflake Summit 2026 Builder Keynote,ok,하지만 오늘날 진정한 장벽은 바로 우리 모두가 살고 있는 이 분열된 사회입니다.,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
76,B,Snowflake,Snowflake Summit 2026 Builder Keynote,ok,우리는 AI를 위한 거버넌스를 재구축할 필요가 없었습니다 .,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
76,B,Snowflake,Snowflake Summit 2026 Builder Keynote,ok,우리는 기존에 가지고 있던 통치 체계를 확장했습니다.,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
76,B,Snowflake,Snowflake Summit 2026 Builder Keynote,ok,ICE의 책임 있는 AI 원칙은 조직 전체에 걸쳐 AI가 개발되고 배포되는 방식을 규정합니다 .,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
76,B,Snowflake,Snowflake Summit 2026 Builder Keynote,ok,우리는 제어권을 희생하지 않고도 속도를 확보했습니다 .,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
76,B,Snowflake,Snowflake Summit 2026 Builder Keynote,ok,코코는 내 분석가 역할의 경계를 없애고 나를 다시 개발자로 만들어주었다 .,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,"MWC에 따르면 바르셀로나에 참가한 파트너사, 전시업체, 그리고 기업의 50% 이상이 통신 핵심 산업 외 기업이었다고 합니다.",transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,저희는 실제로 소비자 비즈니스에서 CRM을 아예 없애는 방안을 검토하고 있습니다.,transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,"하지만 4년 전, 저희는 2023년 말까지 터치리스 운영을 구현하겠다는 대담한 목표를 세웠습니다.",transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,저희는 마치 미니 대학과 같은 디지털 캠퍼스를 운영하며 다양한 분야의 인재를 양성하고 있습니다.,transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,우리는 실패를 용인하는 문화를 만들어야 합니다.,transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,"이처럼 단순함의 힘과 더불어 AI, 머신러닝 등의 기술을 활용하여 고객의 삶을 단순화하는 방법을 배워야 합니다.",transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
77,B,Telenor,Telco Tech Talks: How do we develop our people to meet the future?,ok,"우리 사업은 IIT(인도 IT 시스템)의 복잡성이 매우 높은데, 기술적인 관점에서 어떻게 준비해야 할까요?",transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
