evidence_scope,tier,case_role,focal_firm,speaker,date,month,channel,title,source,lang,words,stance,cells_filled,demand_hits,supply_hits,value_sents,metric_sents,ai_linked_sents,mentions,url,file,n_tech_cur,prov_tech_cur,q_tech_cur,n_tech_fut,prov_tech_fut,q_tech_fut,n_tech_unspec,n_act_cur,prov_act_cur,q_act_cur,n_act_fut,prov_act_fut,q_act_fut,n_act_unspec,n_bnd_cur,prov_bnd_cur,q_bnd_cur,n_bnd_fut,prov_bnd_fut,q_bnd_fut,n_bnd_unspec,n_goal_cur,prov_goal_cur,q_goal_cur,n_goal_fut,prov_goal_fut,q_goal_fut,n_goal_unspec,usable,usable_reason,fit
full,C,adopter_self,Unilever,Unilever,2024-11-26,2024-11,Unilever,Investor Event 2024 CEO Presentation | Unilever,channel,ko,8366,neutral,5,15,13,9,1,19,Unilever(20); Microsoft(3); Accenture(3); NVIDIA(1),https://www.youtube.com/watch?v=r_BOLVAd0Kw,transcripts/channels/Unilever/Investor_Event_2024_CEO_Presentation_Unilever__r_BOLVAd0Kw.md,2,2,당사의 인재 풀 전반에 걸쳐 AI 기반 노동 계획 및 생성형 AI 진단과 같은 AI 이니셔티브를 통해 노동 효율성을 크게 향상시키고 있습니다.,0,0,,0,3,3,"이미 말씀드렸지만, 다시 한번 강조하자면 공급망을 더욱 민첩하고 효율적으로 만들고, 순 생산성을 향상시키며, 인공 지능(AI)을 확장하는 것입니다.",2,2,"잠시 휴식을 취한 후, 페르난도가 우리가 어떻게 변화를 가속화하고 있는지, 그리고 2030 성장 실행 계획이 가치 창출과 재무 알고리즘 측면에서 어떤 의미를 갖는지에 대해 이야기할 것입니다.",4,2,2,또한 최근 토론토에 개설된 유니레버의 글로벌 AI 연구소인 호라이즌 3(Horizon 3)와 협력하여 유니레버의 AI 연구 및 캐나다 연구 생태계를 활용해 유니레버의 차세대 생산성 및 성장을 이끌어갈 혁신적인 AI 애플리케이션을 개발하고 있습니다.,0,0,,2,1,1,임원진들은 이 계획의 주요 우선순위를 명확히 설명하는 데 도움을 줄 것입니다.,0,0,,3,Y,,70
full,B,adopter_self,AWS,AWS,2026-07-09,2026-07,AWS Events,NYC Executive Forum 2026 - Leading Transformation When Technology Won’t Wait,channel,ko,3675,anti_washing,6,14,1,2,2,43,AWS(2); Mercedes-Benz(1); NVIDIA(1); Microsoft(1),https://www.youtube.com/watch?v=-7VeuZfH0DM,transcripts/channels/AWS_Events/NYC_Executive_Forum_2026_-_Leading_Transformation_When_Techn__-7VeuZfH0DM.md,3,3,"솔루션 도입의 이점과 비용을 문서화하고, 어떤 부분에서 이점이 발생하는지 파악하고 있습니다.",3,3,"저희는 자체 AI 도구인 IT Pro를 보유하고 있는데, 그 이면에는 바로 여러분의 경쟁사가 있습니다.",4,2,2,"네, 제품 개발 방식, 엔지니어 업무 방식, 심지어 GoDaddy가 현재 영위하는 사업에 대한 사고방식까지 바꿔놓았습니다.",0,0,,1,2,2,사이버 보안 문제에 대해 오픈소스로 공개된 AI 도구가 얼마나 많은지 알면 놀라실 겁니다.,2,2,저희는 AWS를 포함한 모든 파트너와 협력하고 있습니다.,2,0,0,,2,2,2026년까지 저희는 AI 혁신을 네 가지 핵심 기둥으로 정의했습니다.,2,Y,,69
full,B,adopter_self,McKinsey,McKinsey,2025-08-28,2025-08,McKinsey & Company,The changing role of the CMO—and what it means for growth,channel,ko,2636,anti_washing,6,18,2,1,0,8,,https://www.youtube.com/watch?v=NTVuuPSohHI,transcripts/channels/McKinsey_&_Company/The_changing_role_of_the_CMO—and_what_it_means_for_growth__NTVuuPSohHI.md,1,1,"현재 전 세계 비즈니스 환경은 거시 경제, 지정학적, 기술적 측면에서 불확실성으로 가득 차 있으며, 특히 차세대 AI와 이제는 에이전트형 AI의 등장으로 더욱 그러합니다.",3,3,에이전트 중심적인 접근 방식을 통해 시간 효율성을 높이고 그 시간을 재분배하는 데 집중해야 합니다.,1,1,1,마케팅과 같은 창의적인 작업에 미치는 영향에 대해서도 이야기해 보겠습니다.,1,1,마케팅 생태계가 붕괴될 것이라는 두려움에 사로잡히기보다는 말이죠.,4,0,0,,1,1,마케팅 생태계가 붕괴될 것이라는 두려움에 사로잡히기보다는 말이죠.,0,1,1,"이러한 변화와 변동성 속에서 성장은 여전히 ​​필수적이지만, 일부 조직에게는 성장이 요원한 목표가 될 위험도 있습니다 .",0,0,,0,N,가치·수치 문장 1개 (< 2) — value-adding 척도를 매길 수 없음,68
full,C,adopter_self,Unilever,Unilever,2024-11-26,2024-11,Unilever,Investor Event 2024 | Unilever,channel,ko,23085,anti_washing,5,33,49,5,0,32,Unilever(14); Microsoft(3); Philips(2); Accenture(2); JPMorgan(1),https://www.youtube.com/watch?v=yuMA_iYdq4w,transcripts/channels/Unilever/Investor_Event_2024_Unilever__yuMA_iYdq4w.md,2,2,인재풀 전반에 걸친 환경 AI AI 노동 계획과 같은 계획 생성형 AI 진단이 주도하고 있습니다.,0,0,,0,3,3,"다시 그 이야기로 돌아가서, 우리의 공급망을 구축하는 것에 대해 이야기해 보겠습니다.",1,1,가치 창출과 재무 알고리즘이니까 그 후에는 우리가 아주 열의를 보태게 됐죠.,2,3,3,유니레버의 글로벌 AI 연구소와 파트너십을 맺었습니다.,0,0,,2,0,0,,1,1,수익성 있는 사업을 유지하고 지속적으로 성장시키세요.,1,Y,,68
full,B,vendor_customer_story,(초점 조직 불명),Salesforce,2026-04-15,2026-04,Salesforce,Build the Future with Salesforce Headless 360 | TDX 2026 Keynote Replay,channel,ko,10351,washing,6,5,15,7,8,186,Salesforce(43); Slack(6); Microsoft(4); OpenAI(2); Anthropic(1),https://www.youtube.com/watch?v=aKsZdyyzcfU,transcripts/channels/Salesforce/Build_the_Future_with_Salesforce_Headless_360_TDX_2026_Keyno__aKsZdyyzcfU.md,66,4,"[박수] 자, 모든 에이전트 선구자 여러분, 모든 개척자 여러분, 이제 여러분은 이러한 것들을 만들고 저희 마켓플레이스에서 수익을 창출할 수 있는 방법을 갖게 되었습니다.",17,4,"즉, 인간과 AI 에이전트가 모든 워크플로우에서 협력하여 더 나은 고객 경험을 구축하고, 이전에는 볼 수 없었던 생산성 향상을 위한 프로세스를 구축하는 모델로 나아가야 합니다 .",97,24,4,"그 이유는 Salesforce에서 저희 회사가 그 기술을 적극적으로 활용하고 있고, 그 효과가 정말 놀랍기 때문입니다.",4,3,"그리고 세 번째이자 가장 중요한 것은, 상담원의 성과를 관찰하고 이해하여 매 단계마다 개선해 나갈 수 있는 방법을 보여드리고자 합니다.",20,6,4,"음, 저는 이 생태계에 16년 동안 몸담았는데, 기술적인 면이나 제가 매일 하는 일을 수행하는 방식 같은 것들이 항상 바뀌어 왔다고 생각해요.",2,2,왜냐하면 그들은 개방형 생태계의 일부이기 때문입니다.,9,0,0,,0,0,,1,N,초점 조직 불명,67
full,B,adopter_self,Microsoft,Microsoft,2025-12-16,2025-12,Microsoft,Is Agentic AI upending the corporate ladder? EY's Global Consulting AI Leader shares what’s coming,channel,en,5633,washing,6,13,1,1,1,68,Microsoft(25),https://www.youtube.com/watch?v=ilaDQLa1Lrk,transcripts/channels/Microsoft/Is_Agentic_AI_upending_the_corporate_ladder_EY's_Global_Cons__ilaDQLa1Lrk.md,2,2,"We'll be talking about moving from pilot projects to real world impact, reskilling for the AI era, and what leadership looks like when humans and AI agents team up.",9,4,"They will just be managing a workforce that is an agentic-based workforce, one that is extremely powerful and sometimes clumsy.",7,0,0,,1,1,"When you have that, that helps you set the mindset, skill set, and the tool set objective because you shift from an approach of just implementing AI everywhere, to start to think my marketing function, I'm going to completely reinvent my marketing function.",3,1,1,"And it really is a leadership challenge to champion this, to do it in partnership with your employees.",0,0,,0,3,3,"The third is we have a historical dedication to a business model that is focused on effort, and we are looking to break that with AI.",9,4,"And so for that reason, I don't really see it changing the need to really focus on the mindset and the skill set, because what companies are going to be after is driving differentiation from their competitors and being able to create new markets.",3,Y,,67
full,B,adopter_self,Schneider Electric,Schneider Electric,2026-07-09,2026-07,Schneider Electric,"Is there an ROI in industrial AI? The truth behind data, automation, and value in CPG manufacturing",channel,ko,3110,anti_washing,6,8,1,2,2,31,General Motors(1); Netflix(1); Google(1),https://www.youtube.com/watch?v=2cJD3hlyu6g,"transcripts/channels/Schneider_Electric/Is_there_an_ROI_in_industrial_AI_The_truth_behind_data,_auto__2cJD3hlyu6g.md",4,3,"AI 에이전트를 포함한 모든 소프트웨어가 이미 설치되어 있어서 바로 업무를 시작할 수 있도록 해 줄 수 있나요 ?""라는 것입니다.",4,3,그래서 더 이상 챗봇이나 LLM에 대한 이야기가 아닙니다.,5,3,3,"그래서 우리가 이야기할 주제는 진정한 제조 가치가 어디에서 창출되는지, 특히 인공지능의 가치는 어디에 있는지, 그리고 이를 어떻게 대규모로 달성할 수 있는지에 대한 것입니다.",1,1,"그러니까, 저희가 발견한 사용 사례 중 하나는 제조업체 입장에서 상당히 놀라운 점인데, 그들은 2차 협력업체이기 때문에 6개월마다 생산하는 제품을 바꾸는데, 그럴 때마다 AI 사용 사례를 포함한 모든 소프트웨어를 교체해야 한다는 것입니다.",1,1,1,"제 생각에는 말씀하시는 내용이 기존 시스템 통합 및 노후화된 시스템, 즉 소위 말하는 구식 시스템이나 오래된 시스템을 다루는 브라운필드 환경의 유산에 관한 것 같습니다 .",1,1,"그러니까, 저희가 발견한 사용 사례 중 하나는 제조업체 입장에서 상당히 놀라운 점인데, 그들은 2차 협력업체이기 때문에 6개월마다 생산하는 제품을 바꾸는데, 그럴 때마다 AI 사용 사례를 포함한 모든 소프트웨어를 교체해야 한다는 것입니다.",1,0,0,,0,0,,1,Y,,67
full,C,adopter_self,OpenAI,OpenAI,2026-06-11,2026-06,OpenAI,"Customer Ignite Talk: Antonio Bravo Acin (Global Head of AI Transformation, BBVA) & OpenAI",channel,ko,2386,anti_washing,5,12,1,3,4,34,OpenAI(2); BBVA(1),https://www.youtube.com/watch?v=UNJSk90Lz1c,transcripts/channels/OpenAI/Customer_Ignite_Talk_Antonio_Bravo_Acin_(Global_Head_of_AI_T__UNJSk90Lz1c.md,8,4,"저희는 여러 국가에 걸쳐 1,000명 이상의 직원 에게 80%의 시간 절약 효과를 제공하는 100개 이상의 GPT(Global Profit Technician)를 보유하고 있습니다 .",0,0,,10,3,3,"그리고 아시다시피 , 저희는 사람들이 자동화 및 GPT를 구축하여 현재 수천 명의 직원이 사용하고 있으며, 많은 경우 시간을 70~80% 절감하는 매우 효과적인 사례들을 경험했습니다.",0,0,,3,1,1,"저희는 실험에도 많은 노력을 기울이고 있으며, 이와 관련하여 잠시 후 자세히 설명드릴 파트너십이 매우 중요합니다.",0,0,,1,2,2,"우선, 맷이 이미 언급했듯이 BBVA는 AI 전략을 이끌어갈 매우 하향식의 의제를 수립했습니다.",1,1,"그래서 저희는 AI를 가치 사슬 전반에 걸쳐 주요 영향 요소에 연결하는 것을 목표로 하는 계획을 세웠고, 이 계획에 대해서는 잠시 후에 자세히 설명드리겠습니다 .",2,Y,,66
full,A,expert_commentary,(초점 조직 불명),Solutions Review,2026-08,2026-08,Solutions Review,"Build, Test, and Deploy Production-Ready Enterprise AI Agents in Minutes | with @InformaticaCorp",keyword,ko,5365,anti_washing,8,5,17,9,6,153,Google(5); Salesforce(5); Microsoft(2); Amazon(2); AWS(2),https://www.youtube.com/watch?v=P0kux8A8NbM,"transcripts/2026-08-03/Build,_Test,_and_Deploy_Production-Ready_Enterprise_AI_Agent__P0kux8A8NbM.md",27,4,"저는 지난 15년 동안 다양한 제품의 AI/ML 여정을 이끌어 왔으며, 특히 인포매티카에서는 현재 AI 에이전트 여정과 통합 플랫폼 여정을 이끌고 있습니다 .",21,4,실제로 AI 에이전트를 실제 운영 환경에 배포한 기업은 전체 기업의 12%에 불과합니다 .,90,4,3,Salesforce에 연결할 수 있습니다.,11,4,첫 번째 핵심은 정확한 상담원을 양성하는 것입니다.,20,5,4,오픈 소스 툴을 사용하면 위험이 따르기 때문입니다.,2,2,"이메일, PDF, 문서 등 비정형 데이터 소스에서 실시간으로 발생하는 운송 위험을 평가하고, 맞춤형 머신러닝 알고리즘을 사용하여 공급업체 선정 및 비용 계산을 동적으로 최적화합니다.",0,1,1,"현재 저희의 AI ​​에이전트 엔지니어링 비전은 기업들이 정확한 에이전트, MCP 클라이언트 및 MCP 서버를 구축하고, 이러한 에이전트들을 기업 전체에 연결하여 대규모로 관리할 수 있도록 하는 것입니다.",2,2,"그래서 저는, 그리고 다시 말씀드리지만, 제가 확실히 알고 있는 것은 이사회부터 경영진에 이르기까지 2026년까지 AI 전략을 즉시 수립해야 한다는 압력이 매우 크다는 것입니다.",2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),64
full,B,expert_commentary,(초점 조직 불명),메타코드M,2026-07,2026-07,메타코드M,"In the era of AI transformation (AX), we'll teach you everything about AX in just 30 minutes - [A...",keyword,ko,3426,anti_washing,7,26,0,9,3,63,Google(5); Microsoft(4); Amazon(4); Walmart(1),https://www.youtube.com/watch?v=ErviFf8I6K4,"transcripts/2026-07-18/In_the_era_of_AI_transformation_(AX),_we'll_teach_you_everyt__ErviFf8I6K4.md",2,2,어 저는 근본 강의에서 AX 파트너십과 링그로스 등 주요 AX 전략 기반에 빠르고 효율적인 AS 솔루션 구축 사례와 여러 가지 전략 방법론에 대해서 말씀드리려고 합니다.,1,1,그 Hai 그리고 클라우드 최적화 뭐 온디바이스나 어 이런 부분들 있지만 조금 더 어 빠르게 적용을 하거나 또 접근성이나 체감성을 높이 위해서 HV이스 형태나 AI 모델이나 이런 부분이 좀 더 최적화하거나 아의 변화 관리의 그 거버넌스의 어떻게 인프라 변화라고 볼 수 있습니다.,9,3,3,지주사 대기업 어 관련해서 식품 바이오 금융 제조 영역 등에 어 다체로운 영역에서 DX 전략 그리고 AI 그리고 ERP 컨설턴트에 대한 경력을 갖고 있습니다.,1,1,병렬적이고 통합적으로 설계가 돼야 됩니다.,7,4,3,어 저는 근본 강의에서 AX 파트너십과 링그로스 등 주요 AX 전략 기반에 빠르고 효율적인 AS 솔루션 구축 사례와 여러 가지 전략 방법론에 대해서 말씀드리려고 합니다.,0,0,,7,5,4,그래서 AI는 앞서 제가 말씀드린 것처럼 기술 도입 자체가 아니라 그것을 넘어서 기업 자체를 새로운 한 모멘텀이나 패러다임으로 혁신을 하려고 어 경쟁 우의에 대한 성장 동력 신성장 동력으로 보고 있습니다.,1,1,그래서 규제와 내부 정책에 대한 수립의 필요성들이 점점점 강화되고 있고 2025년까지 A의 거버넌스 프레임워크 자체를 글로벌 기업들은 대부분 고려하거나 도입하는 부분을 생각하고 있습니다.,7,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),62
full,C,adopter_self,Zapier,Zapier,2025-12-08,2025-12,Zapier,RevOps Strategy 2026: RevOps Leaders Reveal Their Plan,channel,ko,7727,washing,5,15,2,2,0,46,Zapier(6); Google(3); Salesforce(2); Microsoft(1),https://www.youtube.com/watch?v=J0dUy6VYmTs,transcripts/channels/Zapier/RevOps_Strategy_2026_RevOps_Leaders_Reveal_Their_Plan__J0dUy6VYmTs.md,3,3,"하지만 지금 우리는 확장성 문제를 해결할 수 있는 팀이 필요하지만, 동시에 매우 실험적이고 빠르게 움직이며 새로운 도구를 시도하고, 오류를 발견하고, 아직 완벽하지 않은 에이전트를 구축할 수 있는 팀도 필요하다는 것을 깨닫고 있습니다.",4,3,"만약 답이 '아니요'이고 단순히 특정 데이터 포인트만 필요해서 결정을 내리거나 임시 분석을 빠르게 실행하거나, 챗봇에 입력해서 흥미로운 정보를 얻을 수 있는지 확인해야 한다면, 음, 좋네요.",4,6,4,"저는 마케팅 운영 분야에서 경력을 시작했고, 현재는 마케팅, 영업, 고객 서비스 , 지원, 툴링 및 기술 시스템, AI, 자동화, 인사이트, 분석 , 예측 등 모든 분야를 아우르는 RevOps를 이끌고 있습니다.",3,3,우리는 그것이 모든 업무 흐름의 일부가 되도록 하고 싶습니다.,2,0,0,,0,0,,2,0,0,,1,1,"목표는 기본적으로 팀의 역량을 두 배로 늘리는 동시에 지원 담당자들이 더 어려운 문제에 집중할 수 있도록 하고, 디지털 트윈이 더 작고 사소한 문제들을 처리할 수 있도록 하는 것입니다.",4,Y,,62
full,B,vendor_customer_story,AWS,Siemens,2026-02-07,2026-02,Siemens,How Physical AI is Transforming Industries: AWS and Siemens on Manufacturing and Robotics,channel,ko,2960,anti_washing,6,3,4,5,4,34,NVIDIA(4); AWS(3); Amazon(2); Microsoft(1),https://www.youtube.com/watch?v=EfYVIaGQwts,transcripts/channels/Siemens/How_Physical_AI_is_Transforming_Industries_AWS_and_Siemens_o__EfYVIaGQwts.md,1,1,"지난 2~3년 동안 생성형 AI, 더 나아가 인공지능의 성장과 영향력을 목격해 왔습니다.",3,3,"그래서 기존의 함수 블록이나 다른 엔지니어링 도구들을 넘어서, 이제는 AI 기반 코파일럿이 코드를 훨씬 빠르게 생성하고 자동화 솔루션 엔지니어링에서 생산성을 30~40% 향상시킬 수 있도록 지원하는 고전적인 프로그래밍 언어 방식 의 접근법이 가능해졌습니다 .",1,0,0,,3,3,"음, 한 가지 덧붙이자면, 시먼스의 전문성과 수십 년, 수백 년에 걸친 제조 공정 관련 데이터, 그리고 AWS가 제공하는 클라우드 기술 및 AI 과학 역량과 결합하면 정말 엄청난 시너지 효과를 낼 수 있습니다.",2,1,1,"음, 호스 박사님께서 말씀하신 것처럼 Semens는 물리적 AI 분야에서 혁신을 주도하고 해당 생태계에서 가치를 창출하기 위해 여러 가지 노력을 기울이고 있습니다.",1,1,"이제 우리는 대규모 문제를 해결할 수 있고, 이러한 공동 연구와 협력을 통해 수많은 혁신이 탄생할 것입니다.",3,0,0,,2,2,"SNS Insider의 최신 보고서에 따르면, 현재 50억 달러 규모인 SNS 시장은 2033년까지 500억 달러로 성장할 것으로 예측됩니다.",2,Y,,61
full,A,expert_commentary,(초점 조직 불명),BOI (Board of Innovation),2026-07,2026-07,BOI (Board of Innovation),"Webinar: AI transformation that works, lessons from the trenches",keyword,ko,6165,anti_washing,8,8,3,5,5,52,NVIDIA(2); Amazon(1),https://www.youtube.com/watch?v=PL3OWn143AI,"transcripts/2026-07-18/Webinar_AI_transformation_that_works,_lessons_from_the_trenc__PL3OWn143AI.md",2,2,"예를 들어, 현재 크롤링 단계라면 에이전트 기반 빌드부터 시작할 수 있습니다.",2,2,"화려한 챗봇이나 다양한 솔루션들이 많이 있지만, 장기적인 비즈니스 성장에 실질적인 기여를 하지 못하는 경우가 많습니다 .",9,1,1,"지금 바로 자체 모델을 학습시키고, 고객 서비스나 비즈니스의 여러 부분을 지원할 수 있는 에이전트 시스템을 구축하기 시작하면 계속해서 성장할 수 있기 때문입니다.",4,3,"그러니까 일은 인간 집단을 중심으로 설계되었고, 인간이 함께 모여 일할 때 발생하는 장단점을 고려하여 설계되었습니다.",10,1,1,"아마도 가장 쉬운 방법은 년, 8년 후의 AI 조직을 만드는 것일 겁니다.",1,1,제 생각에는 요즘에는 AI 조직이 필요할 것 같습니다.,1,3,3,세 번째는 개별 사용 사례보다는 비즈니스 중심의 가치 창출 영역에 우선순위를 두는 것입니다.,2,2,인공지능 전환 로드맵 구축에 도움이 필요하시면 언제든지 저희에게 연락 주세요.,8,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),60
full,B,vendor_customer_story,(초점 조직 불명),Weights & Biases,2026-01-20,2026-01,Weights & Biases,Atlassian’s Most Controversial Growth Decision | Mike Cannon-Brookes,channel,ko,8472,anti_washing,6,15,7,4,0,59,Google(8); Microsoft(5); GitHub(4); Cursor(3); Amazon(2),https://www.youtube.com/watch?v=S3RmvHfJll4,transcripts/channels/Weights_&_Biases/Atlassian’s_Most_Controversial_Growth_Decision_Mike_Cannon-B__S3RmvHfJll4.md,10,4,"그래서 우리는 내부적으로 RoDev, Cloud Code, Cursor, GitHub CoPilot 등 네 가지 도구 중에서 어떤 것이 더 효율적인지, 네 명의 엔지니어가 각각 어떤 도구를 사용하고 있는지 파악할 수 있어요.",4,3,"Jira나 Jira가 처리하는 충돌 문제를 생각해 보면, 비즈니스 프로세스의 상당 부분이 AI 에이전트에 의해 자동화되고, 더 빠르고, 더 효율적이고, 더 정확하고, 더 높은 품질로 개선될 것입니다.",13,2,2,"저희는 최근에 로보 에이전트 또는 Salesforce, Google Agent Space, Cursor, GitHub Copilot 등 다른 에이전트 플랫폼에서 온 에이전트에게 작업을 할당하는 기능을 개발했습니다.",2,2,"새로운 기능들에 대해 기대가 크신데요, AI 때문에 기존 제품들을 대대적으로 재고하게 되는 부분이 있나요?",9,1,1,"최근에 DX라는 회사를 인수하셨다는 걸 봤는데, DX는 개발자 생산성을 측정하는 회사잖아요.",0,0,,0,1,1,이번 대화는 제품 중심 성장( PLG) 전략을 최초로 도입한 기업 중 하나이자 AI 및 개발자 생산성 분야의 선두주자인 아틀라시안의 CEO 겸 공동 창립자인 마이크 케넌 브룩스와의 인터뷰입니다.,0,0,,0,N,초점 조직 불명,60
full,C,adopter_self,Scale AI,Scale AI,2024-09-25,2024-09,Scale AI,Scale AI AI Playbook for Business Leaders | ALL IN 2024,channel,ko,2070,anti_washing,5,12,3,1,0,49,,https://www.youtube.com/watch?v=TPN6hbY40TU,transcripts/channels/Scale_AI/Scale_AI_AI_Playbook_for_Business_Leaders_ALL_IN_2024__TPN6hbY40TU.md,2,2,"이는 이미 매우 흔하고 성숙한 머신 러닝 문제이지만, 다양한 접근 방식이 존재합니다.",0,0,,0,0,0,,1,1,"예를 들어, 지난 몇 달 동안 한 물류 회사와 협업했는데, 그 회사의 비즈니스 우선순위는 세계적 수준의 유통 네트워크를 구축하여 시장 선두주자가 되는 것이었습니다.",5,1,1,이 페이지의 두 번째 항목은 생태계 파트너십입니다.,1,1,"시간 관계상 자세히 설명드릴 수는 없지만, 데이터, 인재, 문화, 조직 구조, 운영 모델, 그리고 생태계 파트너십이 AI 전략의 핵심 동력입니다.",2,0,0,,9,4,시작점을 알았다면 다음 질문은 AI 목표로 이어지는 지도를 어떻게 만들 수 있을까 하는 것입니다.,8,N,가치·수치 문장 1개 (< 2) — value-adding 척도를 매길 수 없음,60
full,A,expert_commentary,LG AI연구원,LG AI연구원,2025-07-27,2025-07,LG AI Research,LG AI Talk Concert 2025 - Shaping the Future of AI,channel,ko,7400,washing,8,1,11,6,4,153,LG AI연구원(44); Microsoft(22); Hugging Face(2); NVIDIA(1); DeepSeek(1),https://www.youtube.com/watch?v=EGzIMo4AizA,transcripts/channels/LG_AI_Research/LG_AI_Talk_Concert_2025_-_Shaping_the_Future_of_AI__EGzIMo4AizA.md,26,4,"In this process, we're further enhancing the specialization of our foundation models and translating that into tangible value creation.",21,4,"Both companies plan to continuously enhance the features and performance efficiency of the currently prepared EXAONE on-premise full-stack solution, aiming for its rapid adoption among domestic customers.",59,2,2,Here's another example of AI in manufacturing.,4,3,"Following that, we often talk about the era of Physical AI, where AI directly interacts with the physical world and performs tasks in real environments.",2,8,4,"Finally, the last point I'd like to discuss is building an AI ecosystem with various partners.",7,4,"Beyond applying AI within LG group’s ecosystem, we're set to lead Korea's AI ecosystem, and we aim to grow that ecosystem even further in the future.",13,6,4,LG AI Research was founded with the goal of enhancing LG Group's AI capabilities and solving complex industrial challenges through the research and application of cutting-edge AI technologies.,4,3,"LG AI Research's management and working-level teams recognized that collaboration with an NPU company would be crucial to dramatically improve AI computing efficiency and achieve a higher, differentiated price competitiveness for future AI services.",10,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),58
full,C,third_party_case,SK하이닉스,한 걸음 HRD,2026-07,2026-07,한 걸음 HRD,SK하이닉스는 이렇게 했다! AI 전환을 이끄는 HR 전략과 조직 혁신 사례,keyword,ko,1483,anti_washing,5,17,0,3,0,27,SK하이닉스(3),https://www.youtube.com/watch?v=LkUqd-3KEdY,transcripts/2026-07-21/SK하이닉스는_이렇게_했다!_AI_전환을_이끄는_HR_전략과_조직_혁신_사례__LkUqd-3KEdY.md,0,0,,3,3,그래서 디지털 영량에 대한 부분도 필요하고 AI 역량도 필요하고 그냥 AI가 아니라 생성형 AI 영량 그리고 도메인 자기 직무에 대한 지식이 모두 결합되어야 AI 구성원과의 협업 효과가 극대화 된다라는 이야기를 했습니다.,2,3,3,"그렇기 때문에 이미 데이터 분석이라든지 시각화, 통계, 코딩 이런 거에 대한 학습과 업무 활용을 통해서 아 뭔가 새로운 기술을 배워서 업무에 적용시켰더니 뭔가 효율적이고 효능감이 있었다라는 것들이 있었기 때문에 이런 것들이 좀 있지 않았나라는 생각을 좀 해 봅니다.",1,1,어 언제나 스스로 자신의 능력과 앞으로 내가 능력을 키우기 위해서 어떤 교육 과정을 들어야 되는지에 대한 부분까지 어 구성을 했다라는게 있었고요.,2,1,1,소수 정로 있는 각 직무에 도메인 전문가하고 DT 조직하고 외부 대학 서울대라든지 카이스트의 전문가들과 같이 협업해서 AI 심화 비즈니스 융합 과정을 운영했습니다.,0,0,,1,0,0,,2,2,그리고 아까 말씀드렸던 CEO께서 어 AI 활용을 빠르게 확산시키고이를 재상세할 수 있는 사람이 핵심 경쟁력이다라는 말씀을 하셨다고 하셨는데요.,2,Y,,58
