company,date,source,label,case_type,mentions,title,claim,has_metric,score,rank,url,file
Pinecone,2026-02-18,channel,AX,자사/일반,,Build RAG Workflows in Minutes with Pinecone + n8n,"그러니까, 3월 31일 이전에 이 새로운 노드를 사용해서 구축을 시작하시면, 표준 플랜 으로 업그레이드할 때 할인을 받으실 수 있습니다 .",Y,3,3,https://www.youtube.com/watch?v=Gcaygufjt6M,transcripts/channels/Pinecone/Build_RAG_Workflows_in_Minutes_with_Pinecone_+_n8n__Gcaygufjt6M.md
Pinecone,2026-07-01,channel,unclassified,자사/일반,,Getting Started with the Nexus Public Preview,"[음악] 그러니까, 문서 간 지식 통합은 에이전트가 필요한 정보를 쉽게 찾을 수 있도록 하는 가장 좋은 방법 중 하나입니다.",N,2,1,https://www.youtube.com/watch?v=yT9PwyLsSxk,transcripts/channels/Pinecone/Getting_Started_with_the_Nexus_Public_Preview__yT9PwyLsSxk.md
Qdrant,2026-06-24,channel,AX,자사/일반,,AWS | Tell the Robot What You Want  | Sandhya Subramani,"그래서 이제 기가바이트 나 페타바이트 규모의 데이터로 학습시켜야 했던 것을, 단 몇백 개, 많아야 1,000개, 또는 1,000개 조금 넘는 샘플로 학습시킬 수 있게 되었습니다.",Y,3,1,https://www.youtube.com/watch?v=lfW9CjAh7a0,transcripts/channels/Qdrant/AWS_Tell_the_Robot_What_You_Want_Sandhya_Subramani__lfW9CjAh7a0.md
Qdrant,2026-06-24,channel,AX,자사/일반,,AWS | Tell the Robot What You Want  | Sandhya Subramani,"그렇다면 이것이 어떻게 작동하냐면, 스탠스 에이전트는 AWS가 구축한 오픈 소스 에이전트 프레임워크입니다.",N,2,2,https://www.youtube.com/watch?v=lfW9CjAh7a0,transcripts/channels/Qdrant/AWS_Tell_the_Robot_What_You_Want_Sandhya_Subramani__lfW9CjAh7a0.md
Qdrant,2026-06-24,channel,AX,자사/일반,,AWS | Tell the Robot What You Want  | Sandhya Subramani,그러면 제 에이전트는 해당 특정 VLA를 도구로 활용할 수 있습니다.,N,2,3,https://www.youtube.com/watch?v=lfW9CjAh7a0,transcripts/channels/Qdrant/AWS_Tell_the_Robot_What_You_Want_Sandhya_Subramani__lfW9CjAh7a0.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Arize | Stop Vibe Shipping: Evaluate Your Retrieval | Laurie Voss,"날짜, 출처, 권한 수준을 기준으로 필터를 적용하여 3년 된 문서가 중복된 문서나 올해의 적합한 문서를 가리지 않도록 합니다.",Y,3,1,https://www.youtube.com/watch?v=mhhMjHq2yN8,transcripts/channels/Qdrant/Arize_Stop_Vibe_Shipping_Evaluate_Your_Retrieval_Laurie_Voss__mhhMjHq2yN8.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Arize | Stop Vibe Shipping: Evaluate Your Retrieval | Laurie Voss,저는 관련성을 대규모로 판별하는 기준으로 LLM(법학 석사)을 활용하는 쪽에 상당히 집중하고 있습니다.,N,2,2,https://www.youtube.com/watch?v=mhhMjHq2yN8,transcripts/channels/Qdrant/Arize_Stop_Vibe_Shipping_Evaluate_Your_Retrieval_Laurie_Voss__mhhMjHq2yN8.md
Qdrant,2026-06-24,channel,AX,협력/고객사 언급,애플,Arize | Stop Vibe Shipping: Evaluate Your Retrieval | Laurie Voss,"그러한 정보는 여러분의 보조 조종사나 커서 코드 등에 다시 입력될 수 있으며, LLM의 피드백을 심사위원으로 활용하여 애플리케이션을 수정할 수 있습니다.",N,2,3,https://www.youtube.com/watch?v=mhhMjHq2yN8,transcripts/channels/Qdrant/Arize_Stop_Vibe_Shipping_Evaluate_Your_Retrieval_Laurie_Voss__mhhMjHq2yN8.md
Qdrant,2026-07-09,channel,AX,자사/일반,,Building Retrieval Agents that Evaluate and Adapt,"음, 그럼 이제 약 35분 동안 자체 검색 결과를 평가하고 그에 따라 전략을 조정하는 에이전트를 구축해 보겠습니다.",Y,4,1,https://www.youtube.com/watch?v=VZ2p3dLsFOs,transcripts/channels/Qdrant/Building_Retrieval_Agents_that_Evaluate_and_Adapt__VZ2p3dLsFOs.md
Qdrant,2026-07-09,channel,AX,자사/일반,,Building Retrieval Agents that Evaluate and Adapt,"음, 기본적으로 이 통계적 공식을 사용하면 검색 오류 의 78%를 잡아내면서 쿼리 의 50%만 증가시키는 방법을 찾을 수 있습니다.",Y,3,2,https://www.youtube.com/watch?v=VZ2p3dLsFOs,transcripts/channels/Qdrant/Building_Retrieval_Agents_that_Evaluate_and_Adapt__VZ2p3dLsFOs.md
Qdrant,2026-07-09,channel,AX,자사/일반,,Building Retrieval Agents that Evaluate and Adapt,"이번 웨비나에서는 쿼리 도중 상황을 평가하고, 적응하고, 개선하는 검색 에이전트 구축에 대해 알아보겠습니다 .",N,2,3,https://www.youtube.com/watch?v=VZ2p3dLsFOs,transcripts/channels/Qdrant/Building_Retrieval_Agents_that_Evaluate_and_Adapt__VZ2p3dLsFOs.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Cognee | The Long and the Short of AI Memory | Dave Nielsen,이 모든 것이 AI 메모리 공간에서 하나로 통합되고 있습니다.,N,2,1,https://www.youtube.com/watch?v=UKw6PUgsUTQ,transcripts/channels/Qdrant/Cognee_The_Long_and_the_Short_of_AI_Memory_Dave_Nielsen__UKw6PUgsUTQ.md
Qdrant,2026-06-24,channel,AX,협력/고객사 언급,애플,Cognee | The Long and the Short of AI Memory | Dave Nielsen,제가 간단히 말씀드리고 싶었던 것은 사람이 애플리케이션과 상호작용하는 방식에서 에이전트로의 전환입니다.,N,2,2,https://www.youtube.com/watch?v=UKw6PUgsUTQ,transcripts/channels/Qdrant/Cognee_The_Long_and_the_Short_of_AI_Memory_Dave_Nielsen__UKw6PUgsUTQ.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Cognee | The Long and the Short of AI Memory | Dave Nielsen,그래서 저희는 Cogni를 백엔드로 사용하는 LLM 위키 프로젝트라는 오픈 소스 프로젝트를 개발했습니다 .,N,2,3,https://www.youtube.com/watch?v=UKw6PUgsUTQ,transcripts/channels/Qdrant/Cognee_The_Long_and_the_Short_of_AI_Memory_Dave_Nielsen__UKw6PUgsUTQ.md
Qdrant,2026-06-24,channel,unclassified,자사/일반,,Qdrant | The World is Becoming More Searchable | Dylan Couzon,그리고 그건 440배 더 빠른 속도입니다.,Y,3,1,https://www.youtube.com/watch?v=RRhbORtWeMI,transcripts/channels/Qdrant/Qdrant_The_World_is_Becoming_More_Searchable_Dylan_Couzon__RRhbORtWeMI.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Qualcomm  | Practical Patterns for On-Device GenAI | Alan Zhu,"안녕하세요, 기기 내 생성형 AI를 개발하면서 발견한 실용적이고 흥미로운 패턴들에 대해 이야기하게 되어 매우 기쁩니다.",N,2,1,https://www.youtube.com/watch?v=FlAmmVSYbZY,transcripts/channels/Qdrant/Qualcomm_Practical_Patterns_for_On-Device_GenAI_Alan_Zhu__FlAmmVSYbZY.md
Qdrant,2026-06-24,channel,AX,협력/고객사 언급,퀄컴,Qualcomm  | Practical Patterns for On-Device GenAI | Alan Zhu,"이번 발표에서는 NPU 기반 온디바이스 생성형 AI 구축이 어떻게 더 많은 흥미로운 새로운 활용 사례를 열어줄 수 있는지에 대한 멋진 데모를 보여드리고, 퀄컴 AI 허브에 대해서도 자세히 소개하겠습니다.",N,2,2,https://www.youtube.com/watch?v=FlAmmVSYbZY,transcripts/channels/Qdrant/Qualcomm_Practical_Patterns_for_On-Device_GenAI_Alan_Zhu__FlAmmVSYbZY.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Qualcomm  | Practical Patterns for On-Device GenAI | Alan Zhu,그리고 MPU가 다양한 기기에서 훨씬 더 많은 온디바이스 생성형 AI 활용 사례를 가능하게 하는 이유를 보여드리겠습니다.,N,2,3,https://www.youtube.com/watch?v=FlAmmVSYbZY,transcripts/channels/Qdrant/Qualcomm_Practical_Patterns_for_On-Device_GenAI_Alan_Zhu__FlAmmVSYbZY.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Twelve Labs | Beyond the Single API Call with Agentic Video Intelligence | James Le,"네, 1.5는 저희가 약 2개월 전에 출시한 페가수스의 최신 버전입니다.",Y,3,1,https://www.youtube.com/watch?v=i8xZeKP6t6k,transcripts/channels/Qdrant/Twelve_Labs_Beyond_the_Single_API_Call_with_Agentic_Video_In__i8xZeKP6t6k.md
Qdrant,2026-06-24,channel,AX,자사/일반,,Twelve Labs | Beyond the Single API Call with Agentic Video Intelligence | James Le,"이제 동일한 기반 위에 콘텐츠 검색, 추천, 콘텐츠 검토, 이상 탐지, 스팟 분석, 미디어 자산 관리 및 에이전트 기반 워크플로를 구축할 수 있습니다 .",N,2,2,https://www.youtube.com/watch?v=i8xZeKP6t6k,transcripts/channels/Qdrant/Twelve_Labs_Beyond_the_Single_API_Call_with_Agentic_Video_In__i8xZeKP6t6k.md
Qdrant,2026-06-26,channel,AX,자사/일반,,Vector Space Meetup 2026 Highlights,그들은 인공지능 개발 기준으로 2015년에 머물러 있는 것 같아요.,Y,4,1,https://www.youtube.com/watch?v=EEXUuI6ZSu8,transcripts/channels/Qdrant/Vector_Space_Meetup_2026_Highlights__EEXUuI6ZSu8.md
Qdrant,2026-06-26,channel,AX,자사/일반,,Vector Space Meetup 2026 Highlights,저는 2023년부터 AI 에이전트를 사용하고 개발해 왔습니다.,Y,4,2,https://www.youtube.com/watch?v=EEXUuI6ZSu8,transcripts/channels/Qdrant/Vector_Space_Meetup_2026_Highlights__EEXUuI6ZSu8.md
Qdrant,2026-06-26,channel,AX,자사/일반,,Vector Space Meetup 2026 Highlights,"그리고 마지막으로, 모든 질문과 질문 방법을 정리했으니 이제 2026년에 구축하고 있는 쿼드런트 로드맵을 좀 살펴볼 수 있겠습니다.",Y,3,3,https://www.youtube.com/watch?v=EEXUuI6ZSu8,transcripts/channels/Qdrant/Vector_Space_Meetup_2026_Highlights__EEXUuI6ZSu8.md
Reckitt,2025-10-02,channel,unclassified,자사/일반,,Reckitt Focus On: Sustainability,현재 저희 공장에서 사용하는 에너지로 인한 탄소 배출량은 2015년 대비 약 69% 감소했습니다.,Y,3,1,https://www.youtube.com/watch?v=m92oCw_UJnY,transcripts/channels/Reckitt/Reckitt_Focus_On_Sustainability__m92oCw_UJnY.md
Reckitt,2025-10-02,channel,unclassified,자사/일반,,Reckitt Focus On: Sustainability,"우리는 37% 개선을 이뤄냈는데, 이는 상당한 진전이며 쉽게 해결할 수 있는 문제들을 거의 다 해결했다는 것을 의미합니다 .",Y,3,2,https://www.youtube.com/watch?v=m92oCw_UJnY,transcripts/channels/Reckitt/Reckitt_Focus_On_Sustainability__m92oCw_UJnY.md
Reckitt,2025-10-02,channel,unclassified,자사/일반,,Reckitt Focus On: Sustainability,"에너지 효율을 높이기 위해 막대한 자본 투자를 할 수도 있고, 그렇게 하면 전기 요금 측면에서 에너지 비용이 약간 절감될 수는 있겠지만, 이미 96%의 친환경 전기를 사용하고 있기 때문에 탄소 발자국에는 아무런 변화도 없을 것입니다.",Y,3,3,https://www.youtube.com/watch?v=m92oCw_UJnY,transcripts/channels/Reckitt/Reckitt_Focus_On_Sustainability__m92oCw_UJnY.md
Reckitt,2026-03-06,channel,unclassified,자사/일반,,Reckitt Full Year Results 2025,Core Reckitt net revenue grew 5.2% ahead of our improved half-year guidance of above 4%.,Y,3,1,https://www.youtube.com/watch?v=ExpojFs6mCg,transcripts/channels/Reckitt/Reckitt_Full_Year_Results_2025__ExpojFs6mCg.md
Reckitt,2026-03-06,channel,unclassified,자사/일반,,Reckitt Full Year Results 2025,Group net revenue increased 5% including Mead Johnson growth at 3.8%.,Y,3,2,https://www.youtube.com/watch?v=ExpojFs6mCg,transcripts/channels/Reckitt/Reckitt_Full_Year_Results_2025__ExpojFs6mCg.md
Reckitt,2026-03-06,channel,unclassified,자사/일반,,Reckitt Full Year Results 2025,Adjusted operating profit increased 5.3% underpinned by the benefits of the Fuel for Growth program.,Y,3,3,https://www.youtube.com/watch?v=ExpojFs6mCg,transcripts/channels/Reckitt/Reckitt_Full_Year_Results_2025__ExpojFs6mCg.md
Reckitt,2025-10-24,channel,unclassified,자사/일반,,Reckitt Q3 Results 2025,"Core Record는 전년 동기 대비 순매출 6.7% 성장을 달성했으며, 판매량은 전분기 대비 3.4% 증가했고, 가격 구성이 3.3% 증가에 기여하는 등 균형 잡힌 알고리즘을 보여주었습니다.",Y,4,1,https://www.youtube.com/watch?v=0aCZBQOm_xA,transcripts/channels/Reckitt/Reckitt_Q3_Results_2025__0aCZBQOm_xA.md
Reckitt,2025-10-24,channel,unclassified,자사/일반,,Reckitt Q3 Results 2025,그룹 전체적으로 핵심 사업 부문의 실적 호조와 존슨 뉴트리션의 22% 성장에 힘입어 전년 동기 대비 순매출이 7% 증가했습니다.,Y,3,2,https://www.youtube.com/watch?v=0aCZBQOm_xA,transcripts/channels/Reckitt/Reckitt_Q3_Results_2025__0aCZBQOm_xA.md
Reckitt,2025-10-24,channel,unclassified,자사/일반,,Reckitt Q3 Results 2025,"이는 필수 가정용품 부문의 4.9% 감소로 다소 상쇄되었지만, 연말까지 발표한 투자 계획을 순조롭게 완료할 예정입니다 .",Y,3,3,https://www.youtube.com/watch?v=0aCZBQOm_xA,transcripts/channels/Reckitt/Reckitt_Q3_Results_2025__0aCZBQOm_xA.md
SK hynix,2026-07-03,channel,unclassified,자사/일반,,Semiconductor Humanities EP.3 What Makes Humans Irreplaceable in the Age of AI | Prof. Choe Jae Chun,"인공지능을 잘 활용하는 것과 음악을 통해 인공지능이 우리를 지배하지 못하도록 막는 것, 이 두 가지 모두에 대해 계속 생각해 왔습니다.",N,2,1,https://www.youtube.com/watch?v=fO2fypa8vak,transcripts/channels/SK_hynix/Semiconductor_Humanities_EP.3_What_Makes_Humans_Irreplaceabl__fO2fypa8vak.md
SK hynix,2026-07-16,channel,unclassified,자사/일반,,[HY-Knowledge EP.1] Will Quantum Computers Change the World? | Physicist Kim Sang-wook,"Even for AI, you need CPUs and GPUs, which are all built from atoms.",N,2,1,https://www.youtube.com/watch?v=K3u07NaGiuk,transcripts/channels/SK_hynix/[HY-Knowledge_EP.1]_Will_Quantum_Computers_Change_the_World___K3u07NaGiuk.md
SK hynix,2026-07-15,channel,unclassified,자사/일반,,"[미래인재 CLASS 제2강] 미래 반도체 ‘PIM’, 떠오르는 이유는 바로 ‘이것’",그러니까 20%밖에 안 쓰고 10배 이상의 [음악] 속도 향상을 가져온다는 거죠.,Y,3,1,https://www.youtube.com/watch?v=_fFVIgYzGB8,"transcripts/channels/SK_hynix/[미래인재_CLASS_제2강]_미래_반도체_‘PIM’,_떠오르는_이유는_바로_‘이것’___fFVIgYzGB8.md"
SK hynix,2026-06-23,channel,unclassified,자사/일반,,반도체 기술의 물리적 한계를 돌파하는 핵심 동력 [PKG개발] | N잡러2 EP.2,각각의 AI 칩을 서로 다른 환경에서 구현을 하다 보니 칩의 성능을 극대화하기 위해서는 칩과 잘 맞도록 따로 설계가 필요한데 그래서 요즘에는 베이스 다이에 고객의 요구 사항을 반영해서 만들고 그 위에 포다이를 만드는 커스텀 HBM 제품을 따로 개발하고 있습니다.,N,2,1,https://www.youtube.com/watch?v=Jlf2r5VoJRk,transcripts/channels/SK_hynix/반도체_기술의_물리적_한계를_돌파하는_핵심_동력_[PKG개발]_N잡러2_EP.2__Jlf2r5VoJRk.md
SK hynix,2026-06-23,channel,unclassified,자사/일반,,반도체 기술의 물리적 한계를 돌파하는 핵심 동력 [PKG개발] | N잡러2 EP.2,이 이 저희가 알고리즘을 스택 공정 엔지니어 분들께서 섬세하게 짜 주셔서 적절한 힘을 조절하면서이 HBM을 잘 개발하고 있다고 볼 수 있습니다.,N,2,2,https://www.youtube.com/watch?v=Jlf2r5VoJRk,transcripts/channels/SK_hynix/반도체_기술의_물리적_한계를_돌파하는_핵심_동력_[PKG개발]_N잡러2_EP.2__Jlf2r5VoJRk.md
SK hynix,2026-06-23,channel,unclassified,자사/일반,,반도체 기술의 물리적 한계를 돌파하는 핵심 동력 [PKG개발] | N잡러2 EP.2,[웃음] &gt;&gt; 이제 AI 시대에 HBM과 패키징 개발은 어떤 식으로 또 발전이 되고 있는지 &gt;&gt; 패키지 개발의 중요성은 사실 날이 갈수록 점점 커지고 있는데요.,N,2,3,https://www.youtube.com/watch?v=Jlf2r5VoJRk,transcripts/channels/SK_hynix/반도체_기술의_물리적_한계를_돌파하는_핵심_동력_[PKG개발]_N잡러2_EP.2__Jlf2r5VoJRk.md
SK텔레콤,2026-06-12,channel,unclassified,자사/일반,,완도 용암마을에 나타난 피싱 보안관의 정체는?🕵️‍♂️,"특히 통신 3사의 AI 데이터를 바탕으로 긴급 차단 번호를 확대해 약 65,000개의 회선을 차단했습니다.",Y,4,1,https://www.youtube.com/watch?v=gp_2-GLDsq8,transcripts/channels/SK텔레콤/완도_용암마을에_나타난_피싱_보안관의_정체는🕵️‍♂️__gp_2-GLDsq8.md
SK텔레콤,2026-06-12,channel,unclassified,자사/일반,,완도 용암마을에 나타난 피싱 보안관의 정체는?🕵️‍♂️,지난해 10월 통합 대영단 출범 이후 6개월간 범죄 발생권수가 약 31% 감소했습니다.,Y,3,2,https://www.youtube.com/watch?v=gp_2-GLDsq8,transcripts/channels/SK텔레콤/완도_용암마을에_나타난_피싱_보안관의_정체는🕵️‍♂️__gp_2-GLDsq8.md
SK텔레콤,2026-06-12,channel,unclassified,자사/일반,,완도 용암마을에 나타난 피싱 보안관의 정체는?🕵️‍♂️,[음악] SK텔레콤은 스미식 문자를 사전에 막기 위해 AI 기술을 적극 활용하고 있습니다.,N,2,3,https://www.youtube.com/watch?v=gp_2-GLDsq8,transcripts/channels/SK텔레콤/완도_용암마을에_나타난_피싱_보안관의_정체는🕵️‍♂️__gp_2-GLDsq8.md
Salesforce,2026-07-07,channel,unclassified,자사/일반,,A Peek Inside GoodLeap's Agentic Marketing Playbook,"그래서 저희가 발견한 것은 에이전트 포레스트 마케팅을 활용하고 고객 생애주기, 즉 프로젝트 생애주기 초기에 고객과 소통할 기회를 만듦으로써, 고객에게 굿립이 어떤 회사인지, 프로젝트에 대한 자세한 정보는 무엇인지, 그리고 집에서 어떻게 더 지속 가능한 삶을 살 수 있는지 등을 알릴 수 있는 다양한 접점을 만들 수 있다는 것입니다 .",N,2,1,https://www.youtube.com/watch?v=forfS5X00Gw,transcripts/channels/Salesforce/A_Peek_Inside_GoodLeap's_Agentic_Marketing_Playbook__forfS5X00Gw.md
Salesforce,2026-07-07,channel,unclassified,자사/일반,,A Peek Inside GoodLeap's Agentic Marketing Playbook,"그래서 팀 관점에서 보면, 저희는 실제로 에이전트 마케팅을 활용하여 효율성을 실질적으로 향상시켰습니다.",N,2,2,https://www.youtube.com/watch?v=forfS5X00Gw,transcripts/channels/Salesforce/A_Peek_Inside_GoodLeap's_Agentic_Marketing_Playbook__forfS5X00Gw.md
Salesforce,2026-07-07,channel,unclassified,자사/일반,,A Peek Inside GoodLeap's Agentic Marketing Playbook,그러니까 에이전트 마케팅을 활용하면 고객이 에이전트를 통해 요금을 지불할 수 있는 거래 관계를 구축할 수 있는 거죠.,N,2,3,https://www.youtube.com/watch?v=forfS5X00Gw,transcripts/channels/Salesforce/A_Peek_Inside_GoodLeap's_Agentic_Marketing_Playbook__forfS5X00Gw.md
Salesforce,2026-06-29,channel,AX,협력/고객사 언급,세일즈포스,Agentforce Marketing Keynote | Connections 2026,저는 세일즈포스에서 13년 동안 마케터들을 위한 제품을 개발해 왔습니다.,Y,3,1,https://www.youtube.com/watch?v=9g-S56GGhN0,transcripts/channels/Salesforce/Agentforce_Marketing_Keynote_Connections_2026__9g-S56GGhN0.md
Salesforce,2026-06-29,channel,AX,자사/일반,,Agentforce Marketing Keynote | Connections 2026,상담원은 웹사이트를 방문하는 잠재 고객과 즉시 상호 작용하여 24시간 내내 영업 파이프라인을 구축합니다.,Y,3,2,https://www.youtube.com/watch?v=9g-S56GGhN0,transcripts/channels/Salesforce/Agentforce_Marketing_Keynote_Connections_2026__9g-S56GGhN0.md
Salesforce,2026-06-29,channel,AX,자사/일반,,Agentforce Marketing Keynote | Connections 2026,바로 어제 우리 커뮤니티가 개발 중인 AI 에이전트에 대한 놀라운 창의성을 목격했습니다 .,N,2,3,https://www.youtube.com/watch?v=9g-S56GGhN0,transcripts/channels/Salesforce/Agentforce_Marketing_Keynote_Connections_2026__9g-S56GGhN0.md
Salesforce,2026-07-01,channel,unclassified,자사/일반,,How @salesforce Tests Tableau First to Drive Internal Adoption,"이 슬라이드에 여러 계층이 있는 것을 보면, Salesforce에서 에이전트 기반 분석을 어떻게 구축했는지 궁금하실 겁니다.",N,2,1,https://www.youtube.com/watch?v=KmgH2nzBs8w,transcripts/channels/Salesforce/How_@salesforce_Tests_Tableau_First_to_Drive_Internal_Adopti__KmgH2nzBs8w.md
Salesforce,2026-07-01,channel,unclassified,자사/일반,,How @salesforce Tests Tableau First to Drive Internal Adoption,이처럼 슬랙봇 스킬을 활용하여 에이전트 기반 테스트와 정확도 결과를 자동화할 수 있습니다.,N,2,2,https://www.youtube.com/watch?v=KmgH2nzBs8w,transcripts/channels/Salesforce/How_@salesforce_Tests_Tableau_First_to_Drive_Internal_Adopti__KmgH2nzBs8w.md
Salesforce,2026-07-01,channel,unclassified,자사/일반,,How @salesforce Tests Tableau First to Drive Internal Adoption,우리는 내부 팀들에게 에이전트 기반 분석이 기존 BI를 대체할 기술이 아니라는 점을 매우 명확하게 전달하고 있습니다.,N,2,3,https://www.youtube.com/watch?v=KmgH2nzBs8w,transcripts/channels/Salesforce/How_@salesforce_Tests_Tableau_First_to_Drive_Internal_Adopti__KmgH2nzBs8w.md
Salesforce,2026-06-29,channel,unclassified,자사/일반,,How Agentforce Helps @BlueStarFamilies Unlock 400+ Hours/Week,이는 직원 역량 2만 달러를 그들의 임무 수행에 활용할 수 있다는 의미입니다.,Y,3,1,https://www.youtube.com/watch?v=dFS5l0GgL0k,transcripts/channels/Salesforce/How_Agentforce_Helps_@BlueStarFamilies_Unlock_400+_HoursWeek__dFS5l0GgL0k.md
Salesforce,2026-06-29,channel,unclassified,자사/일반,,How Agentforce Helps @BlueStarFamilies Unlock 400+ Hours/Week,Agent Force를 통해 Blue Star Families는 기부자 관리의 번거로운 작업을 자동화하고 있습니다.,N,2,2,https://www.youtube.com/watch?v=dFS5l0GgL0k,transcripts/channels/Salesforce/How_Agentforce_Helps_@BlueStarFamilies_Unlock_400+_HoursWeek__dFS5l0GgL0k.md
Salesforce,2026-07-09,channel,unclassified,자사/일반,,How AstraZeneca is Defining a New Era of Agentic Transformation,"제가 이 이야기를 먼저 꺼내는 이유는, 저희 회사, 그리고 저희 최고 경영진이 2030년까지 인공지능을 활용하여 의약품을 더욱 신속하게 발견하고 개발하고 제공하겠다는 목표를 세웠기 때문입니다.",Y,4,1,https://www.youtube.com/watch?v=ljIAghvFCgA,transcripts/channels/Salesforce/How_AstraZeneca_is_Defining_a_New_Era_of_Agentic_Transformat__ljIAghvFCgA.md
Salesforce,2026-07-09,channel,unclassified,자사/일반,,How AstraZeneca is Defining a New Era of Agentic Transformation,그리고 인공지능은 우리가 그 목표에 도달하는 데 걸리는 시간을 더욱 단축하는 데 도움을 줄 것입니다.,N,2,2,https://www.youtube.com/watch?v=ljIAghvFCgA,transcripts/channels/Salesforce/How_AstraZeneca_is_Defining_a_New_Era_of_Agentic_Transformat__ljIAghvFCgA.md
Salesforce,2026-07-09,channel,unclassified,자사/일반,,How AstraZeneca is Defining a New Era of Agentic Transformation,"그래서 발견부터 개발, 그리고 제가 하는 일의 큰 부분을 차지하는 의약품 전달에 이르기까지 모든 것이 인공지능과 그 발전의 영향을 받을 것입니다.",N,2,3,https://www.youtube.com/watch?v=ljIAghvFCgA,transcripts/channels/Salesforce/How_AstraZeneca_is_Defining_a_New_Era_of_Agentic_Transformat__ljIAghvFCgA.md
Salesforce,2026-06-30,channel,AX,자사/일반,,The Evolving Data Ecosystem,"그리고 Salesforce가 Tableau를 인수하면서 Agent Force와 그 안에 구축된 모든 보안 및 거버넌스 솔루션, 그리고 Data 360을 포함한 Salesforce 산하에 편입되었죠.",N,2,1,https://www.youtube.com/watch?v=2nqZpzapWck,transcripts/channels/Salesforce/The_Evolving_Data_Ecosystem__2nqZpzapWck.md
Salesforce,2026-07-06,channel,unclassified,자사/일반,,​Lessons from @deloitte on Avoiding Migration Traps | Tableau Conference 2026,저희는 마이그레이션 과정의 일부를 자동화하기 위해 AI 기반 코딩을 활용했습니다.,N,2,1,https://www.youtube.com/watch?v=qEHw5LEHpSE,transcripts/channels/Salesforce/​Lessons_from_@deloitte_on_Avoiding_Migration_Traps_Tableau___qEHw5LEHpSE.md
Salesforce,2026-07-06,channel,unclassified,자사/일반,,​Lessons from @deloitte on Avoiding Migration Traps | Tableau Conference 2026,마리츠 씨가 저희 AI 활용 사례 와 향후 이 모든 것을 어디에 적용할 계획인지에 대해 간략하게 설명해 주실 겁니다.,N,2,2,https://www.youtube.com/watch?v=qEHw5LEHpSE,transcripts/channels/Salesforce/​Lessons_from_@deloitte_on_Avoiding_Migration_Traps_Tableau___qEHw5LEHpSE.md
Salesforce,2026-07-06,channel,unclassified,자사/일반,,​Lessons from @deloitte on Avoiding Migration Traps | Tableau Conference 2026,"그리고 다시 한번, 단순히 정적이고 설명적인 대시보드에서 벗어나 AI, 대화형 AI, 에이전트와 같은 최신 기술을 활용하는 것이 잠재력을 크게 향상시킨다는 것을 알 수 있습니다.",N,2,3,https://www.youtube.com/watch?v=qEHw5LEHpSE,transcripts/channels/Salesforce/​Lessons_from_@deloitte_on_Avoiding_Migration_Traps_Tableau___qEHw5LEHpSE.md
Schneider Electric,2026-07-15,channel,unclassified,자사/일반,,Why EcoStruxure Foresight is the Future of Facilities Management | Schneider Electric,"더 많은 도구나 더 복잡한 시스템이 아니라, 인공지능을 핵심으로 하는 하나의 통합 플랫폼입니다 .",N,2,1,https://www.youtube.com/watch?v=q_lFt5urGIQ,transcripts/channels/Schneider_Electric/Why_EcoStruxure_Foresight_is_the_Future_of_Facilities_Manage__q_lFt5urGIQ.md
Schneider Electric,2026-07-15,channel,unclassified,자사/일반,,Why EcoStruxure Foresight is the Future of Facilities Management | Schneider Electric,"AI 기반의 개방형 확장 플랫폼으로, 전력, 에너지 및 건물 시스템을 기본적으로 통합하도록 설계되었습니다.",N,2,2,https://www.youtube.com/watch?v=q_lFt5urGIQ,transcripts/channels/Schneider_Electric/Why_EcoStruxure_Foresight_is_the_Future_of_Facilities_Manage__q_lFt5urGIQ.md
Schneider Electric,2026-07-15,channel,unclassified,자사/일반,,Why EcoStruxure Foresight is the Future of Facilities Management | Schneider Electric,"하나의 시스템, 하나의 신뢰할 수 있는 데이터 소스, AI 기반 인사이트를 통해 지속적으로 개선되어 소유자에게 성능과 명확성을 제공합니다.",N,2,3,https://www.youtube.com/watch?v=q_lFt5urGIQ,transcripts/channels/Schneider_Electric/Why_EcoStruxure_Foresight_is_the_Future_of_Facilities_Manage__q_lFt5urGIQ.md
Snowflake,2026-07-14,channel,unclassified,자사/일반,,Smarter Than Cy! The Q4 Conundrum,팀원들이 4분기 매출이 감소한 이유와 매출을 다시 끌어올리기 위해 할 수 있는 일에 대해 알려줍니다.,Y,3,1,https://www.youtube.com/watch?v=9LO0WNbJvKQ,transcripts/channels/Snowflake/Smarter_Than_Cy!_The_Q4_Conundrum__9LO0WNbJvKQ.md
